
"id_pos","x","y","distancia","correct_x","correct_y","ap1","ap2","ap3","tempo"
"21","9","0","44.9067","3","16","-83","-50","-73","204"
"21","9","3","41.39","3","16","-83","-56","-73","204"
"21","12","0","46.2679","3","16","-83","-47","-73","204"
"21","12","3","48.1583","3","16","-83","-44","-73","204"
"21","15","0","54.1839","3","16","-83","-35","-73","204"
"21","15","3","44.7549","3","16","-71","-42","-75","204"
"21","18","0","45.5677","3","16","-74","-37","-64","204"
"21","18","3","46.1725","3","16","-74","-36","-64","204"
"21","21","0","38.5306","3","16","-74","-45","-64","204"
"21","21","3","38.6782","3","16","-74","-45","-64","204"
"21","24","0","37.7622","3","16","-74","-46","-64","204"
"21","24","3","38.1268","3","16","-74","-46","-64","204"
"21","27","0","40.2492","3","16","-74","-43","-64","204"
"21","27","3","37.6897","3","16","-74","-46","-64","204"
"21","30","0","31.8634","3","16","-74","-55","-64","204"
"21","30","3","37.5447","3","16","-74","-46","-64","204"
"21","33","0","38.2733","3","16","-74","-46","-64","204"
"21","33","3","28.6531","3","16","-74","-60","-64","204"
"21","36","0","36.957","3","16","-65","-55","-79","204"
"21","36","3","29.0334","3","16","-74","-59","-64","204"
"22","0","0","39.7906","3","16","-75","-47","-64","208"
"22","0","3","36.1431","3","16","-75","-56","-70","208"
"22","0","6","36.778","3","16","-75","-55","-70","208"
"22","0","9","24.8012","3","16","-67","-61","-62","208"
"22","0","12","47.5289","3","16","-73","-41","-73","208"
"22","0","15","21.9545","3","16","-67","-65","-62","208"
"22","0","18","23.2164","3","16","-71","-65","-59","208"
"22","3","0","32.0779","3","16","-72","-52","-52","208"
"22","3","3","23.7916","3","16","-72","-63","-52","208"
"22","3","6","26.7003","3","16","-72","-58","-52","208"
"22","3","9","20.1397","3","16","-72","-69","-52","208"
"22","3","12","21.9922","3","16","-72","-66","-52","208"
"22","3","15","23.96","3","16","-71","-64","-59","208"
"22","3","18","21.2368","3","16","-71","-69","-59","208"
"22","6","0","47.5248","3","16","-83","-48","-73","208"
"22","6","3","42.5558","3","16","-83","-57","-73","208"
"22","9","0","46.671","3","16","-83","-50","-73","208"
"22","9","3","42.8167","3","16","-83","-56","-73","208"
"22","12","0","48.1279","3","16","-83","-47","-73","208"
"22","12","3","50.1307","3","16","-83","-44","-73","208"
"22","15","0","56.4121","3","16","-83","-35","-73","208"
"22","15","3","47.0106","3","16","-71","-42","-75","208"
"22","18","0","48.1277","3","16","-74","-37","-64","208"
"22","18","3","48.7446","3","16","-74","-36","-64","208"
"22","21","0","40.8958","3","16","-74","-45","-64","208"
"22","21","3","41.0488","3","16","-74","-45","-64","208"
"22","24","0","40.0979","3","16","-74","-46","-64","208"
"22","24","3","40.4767","3","16","-74","-46","-64","208"
"22","27","0","42.6732","3","16","-74","-43","-64","208"
"22","27","3","40.0225","3","16","-74","-46","-64","208"
"22","30","0","33.8693","3","16","-74","-55","-64","208"
"22","30","3","39.8717","3","16","-74","-46","-64","208"
"22","33","0","40.6289","3","16","-74","-46","-64","208"
"22","33","3","30.3315","3","16","-74","-60","-64","208"
"22","36","0","38.6702","3","16","-65","-55","-79","208"
"22","36","3","30.7608","3","16","-74","-59","-64","208"
"23","0","0","36.0649","3","16","-75","-47","-64","211"
"23","0","3","33.4008","3","16","-75","-56","-70","211"
"23","0","6","33.9327","3","16","-75","-55","-70","211"
"23","0","9","21.5937","3","16","-67","-61","-62","211"
"23","0","12","43.7493","3","16","-73","-41","-73","211"
"23","0","15","19.4165","3","16","-67","-65","-62","211"
"23","0","18","20.8327","3","16","-71","-65","-59","211"
"23","3","0","28.0932","3","16","-72","-52","-52","211"
"23","3","3","20.8987","3","16","-72","-63","-52","211"
"23","3","6","23.2748","3","16","-72","-58","-52","211"
"23","3","9","18.5071","3","16","-72","-69","-52","211"
"23","3","12","19.5932","3","16","-72","-66","-52","211"
"23","3","15","21.3594","3","16","-71","-64","-59","211"
"23","3","18","19.6469","3","16","-71","-69","-59","211"
"23","6","0","44.5591","3","16","-83","-48","-73","211"
"23","6","3","40.3237","3","16","-83","-57","-73","211"
"23","9","0","43.8052","3","16","-83","-50","-73","211"
"23","9","3","40.5344","3","16","-83","-56","-73","211"
"23","12","0","45.0963","3","16","-83","-47","-73","211"
"23","12","3","46.904","3","16","-83","-44","-73","211"
"23","15","0","52.741","3","16","-83","-35","-73","211"
